B19DCDT005,0
B19DCMR003,0
B19DCMR010,0
B19DCQT020,0
B19DCCN069,7.3
B19DCMR020,5.1
B19DCQT029,6.2
B19DCAT024,0
B19DCQT042,4.3
B19DCDT035,0
B19DCCN155,5.5
B19DCQT053,6.2
B19DCMR070,0
B19DCMR082,0
B19DCDT114,0
B19DCQT087,0
B19DCMR109,0
B19DCCN423,0
B19DCQT107,7.3
B19DCQT120,6.3
B19DCQT123,0
B15DCCN406,0
B19DCVT286,0
B17DCVT286,0
B19DCCN543,0
B19DCCN549,6.5
B19DCCN550,0
B19DCDT215,0
B19DCAT174,0
B19DCQT152,0
B19DCTM073,0
B19DCMR174,0
B19DCQT170,6.3
B19DCVT412,0
B19DCVT413,8.1
B19DCAT167,5.6
B19DCQT183,5.2
B19DCKT008,8
B19DCDT052,0
B19DCDT070,0
B19DCCN726,0
B19DCAT079,4.3
B19DCCN285,9.1
B19DCCN305,6.6
B19DCDT106,0
B19DCQT083,0
B19DCKT108,0
B19DCKT111,0
B19DCVT256,6.2
B19DCCN463,6.8
B19DCQT115,0
B19DCKT132,7.6
B19DCDT165,6
B19DCCN534,8.5
B19DCCN540,0
B19DCDT181,0
B17DCCN542,0
B19DCPT198,0
B19DCDT226,0
B19DCVT393,5.2
B19DCKT166,0
B19DCKT170,0
B19DCCN596,0
B19DCKT178,6.9
B19DCCN697,0
B19DCCN700,6.3
B18DCCN678,0
B19DCCN602,5.3
B19DCVT359,8.3
B19DCKT190,0
B19DCCN710,0
B19DCVT438,0
B19DCCN725,5.4
B19DCKT198,5.6
B19DCVT002,0
B19DCCN011,0
B19DCCN045,0
B19DCMR025,0
B19DCAT023,0
B19DCVT049,0
B17DCTT016,8.8
B19DCAT015,0
B19DCDT023,0
B19DCCN109,0
B19DCVT076,5.9
B19DCAT041,0
B19DCVT087,0
B19DCVT101,0
B19DCAT056,0
B19DCVT128,0
B19DCCN237,7.9
B19DCAT082,0
B19DCDT111,0
B19DCDT121,6.8
B19DCAT101,0
B19DCCN426,8.3
B19DCDT151,8.6
B19DCVT276,0
B18DCCN439,0
B19DCVT288,0
B19DCDT173,0
B19DCVT292,0
B19DCCN544,0
B19DCQT141,0
B19DCQT142,0
B19DCDT189,0
B19DCVT322,0
B19DCVT324,0
B19DCVT328,0
B19DCVT418,5.9
B19DCAT169,0
B19DCQT185,0
B19DCVT008,4.7
B19DCCN039,0
B17DCPT248,5
B19DCQT017,5.8
B18DCPT029,0
B18DCCN078,0
B19DCAT016,0
B19DCKT031,6.8
B19DCVT061,6.4
B19DCCN144,0
B19DCCN147,7.6
B18DCAT044,0
B19DCDT042,0
B19DCQT045,0
B19DCCN216,7
B17DCCN325,7.4
B18DCAT144,6.3
B19DCCN483,0
B19DCCN459,0
B19DCAT136,0
B19DCDT168,0
B18DCPT186,0
B17DCCN760,0
B17DCCN707,0
B15DCCN510,0
B17DCCN571,6.9
B19DCCN656,0
B17DCDT175,0
B16DCPT150,0
B16DCQT141,0
B19DCVT405,7.4
B19DCVT411,5.9
B19DCQT177,0
B17DCDT196,0
B19DCAT205,6.7
B19DCCN719,0
B19DCMR006,5.3
B19DCMR007,0
B19DCDT025,0
B19DCMR030,5.3
B19DCCN193,0
B19DCPT070,8.2
B19DCPT073,7.5
B19DCDT072,5.9
B19DCMR064,0
B19DCDT079,0
B19DCTM027,0
B19DCCN306,7.8
B19DCCN307,6.5
B19DCCN385,0
B18DCAT161,6.1
B19DCDT146,0
B19DCDT150,0
B19DCCN454,5.5
B19DCDT162,7.4
B19DCMR133,0
B19DCVT302,6.3
B19DCVT307,4.6
B19DCTM070,0
B19DCDT231,0
B19DCVT383,0
B19DCAT190,0
B19DCCN683,0
B19DCMR182,8.1
B19DCQT171,6.9
B19DCDT244,5.4
B19DCDT250,0
B19DCDT209,6.7
B19DCCN635,0
B19DCMR198,0
B19DCCN712,6
B19DCCN714,5.5
B19DCMR207,0
B19DCMR210,5
B19DCDT010,7.9
B19DCDT014,7.4
B19DCCN050,7.7
B19DCCN101,0
B19DCDT029,6.5
B19DCKT034,5.2
B19DCPT039,6.3
B19DCDT043,7
B19DCDT047,0
B19DCVT081,0
B19DCDT057,6.8
B19DCCN194,8.2
B19DCQT057,0
B19DCCN222,0
B19DCKT058,0
B19DCCN275,0
B19DCCN733,0
B19DCVT208,0
