B19DCCN266,0.0
B19DCCN272,7.4
B19DCCN284,5.9
B19DCCN292,0.0
B19DCCN309,6.0
B19DCCN314,9.9
B19DCCN329,7.0
B19DCCN341,6.6
B19DCCN373,5.3
B19DCCN378,8.7
B19DCCN384,6.3
B19DCCN387,8.8
B19DCCN424,6.2
B19DCCN433,7.1
B19DCCN447,5.6
B19DCCN448,8.3
B19DCCN453,3.1
B19DCCN464,6.3
B19DCCN487,2.3
B19DCCN488,9.8
B19DCCN495,6.5
B19DCCN497,7.9
B19DCCN498,5.7
B19DCCN506,8.3
B19DCCN511,7.2
B19DCCN513,4.9
B19DCCN523,3.8
B19DCCN535,6.8
B19DCCN538,7.8
B19DCCN555,9.3
B19DCCN559,7.4
B19DCCN567,9.0
B19DCCN636,6.1
B19DCCN662,0.0
B19DCCN665,6.1
B19DCCN670,6.4
B19DCCN676,0.0
B19DCCN679,0.0
B19DCCN680,7.6
B19DCCN597,0.0
B19DCCN682,3.4
B19DCCN702,7.4
B19DCCN706,5.3
B19DCCN617,9.9
B16DCAT177,0.0
B19DCCN018,0.0
B19DCCN021,3.8
B19DCAT006,0.0
B19DCAT007,6.0
B19DCCN057,9.0
B19DCCN061,6.1
B19DCCN094,7.2
B19DCCN073,0.0
B19DCCN081,6.7
B19DCCN083,9.8
B19DCCN092,7.2
B19DCCN093,7.1
B19DCCN111,0.0
B19DCCN112,9.6
B19DCCN127,7.2
B19DCCN129,6.1
B19DCCN138,0.0
B19DCCN146,5.5
B19DCCN162,I
B19DCCN163,0.0
B19DCCN171,10.0
B19DCCN185,4.7
B19DCCN206,5.5
B17DCCN188,0.0
B19DCCN213,0.0
B17DCCN210,5.8
B19DCCN225,0.0
B19DCCN229,4.9
B19DCCN273,5.6
B19DCCN274,3.5
B19DCCN277,0.0
B19DCCN295,4.7
B19DCCN297,9.0
B19DCCN322,0.0
B19DCCN333,8.7
B19DCCN337,6.5
B19DCCN354,5.1
B19DCCN362,4.6
B19DCCN380,6.5
B19DCCN382,6.3
B19DCCN386,8.9
B19DCCN390,5.5
B19DCCN392,8.2
B19DCCN397,1.8
B19DCCN406,6.2
B19DCCN414,5.6
B19DCCN417,8.1
B19DCCN438,6.1
B19DCCN444,0.0
B19DCCN445,7.3
B19DCCN460,9.4
B19DCCN468,6.8
B19DCCN473,7.0
B19DCCN493,3.0
B19DCCN499,5.6
B19DCCN516,5.7
B19DCCN525,7.3
B19DCCN527,5.8
B19DCCN546,0.0
B19DCCN547,6.2
B19DCCN554,0.0
B19DCCN558,4.6
B19DCCN570,8.8
B19DCCN576,7.2
B19DCCN637,5.3
B19DCCN639,9.1
B19DCCN646,6.9
B19DCCN652,7.8
B19DCCN661,6.2
B19DCCN675,7.1
B19DCAT194,6.8
B19DCAT195,6.5
B19DCCN681,5.6
B19DCCN589,4.5
B19DCCN686,9.2
B19DCCN691,5.1
B19DCCN606,0.0
B19DCCN625,7.0
B19DCCN626,9.0
B17DCCN664,5.4
B19DCCN019,8.5
B19DCCN032,5.0
B19DCCN031,4.7
B19DCCN043,9.9
B19DCCN048,9.9
B19DCCN067,8.5
B19DCCN095,5.8
B19DCCN099,5.3
B19DCCN074,3.4
B19DCCN085,7.4
B19DCCN108,0.0
B19DCCN110,8.7
B19DCCN124,9.5
B19DCCN125,0.0
B19DCAT028,2.7
B19DCCN134,9.0
B19DCCN135,9.8
B19DCCN142,8.6
B19DCCN143,6.3
B19DCCN150,9.6
